-2.4576189999999998,-11.012031,0.0,110
-2.342736,-10.989232000000001,0.0,110
-2.254497,-10.928181,0.0,110
-2.196339,-10.83801,0.0,110
-2.177114,-10.732447,0.0,110
-2.200075,-10.607564,0.0,110
-2.261126,-10.519326,0.0,110
-2.351297,-10.461167,0.0,110
-2.456861,-10.441942999999998,0.0,110
-2.581743,-10.464903999999999,0.0,110
-2.669981,-10.525955,0.0,110
-2.728139,-10.616126,0.0,110
-2.747364,-10.721689,0.0,110
-2.7244029999999997,-10.846571,0.0,110
-2.663352,-10.93481,0.0,110
-2.573181,-10.992969,0.0,110
